content,timestamp,platform,stock_name,delta_seconds,weight
더 곡소리 나면 들어와야 겠어요,2024-11-12 04:50:44+00:00,toss,삼성전자,11276127.0,2.0888655801402692e-57
여기에 물려있을 시간에 다른거 투자했으면,2023-07-20 03:23:52+00:00,toss,삼성전자,52839739.0,2.500727015192839e-266
뻔해,2025-02-26 02:19:13+00:00,toss,삼성전자,2126818.0,2.039055986138288e-11
"오전에 팔고  나와서
다시  들어갈 생각으로 보는데
가격이  거의제자리 걸음 이네요",2024-06-05 05:46:58+00:00,toss,삼성전자,25096753.0,7.075432479482061e-127
5만원 매매 취소시킨 내가 레전드,2024-12-12 03:52:49+00:00,toss,삼성전자,8687602.0,2.1442611003297e-44
삼전이 살아야 내 주식도 산다고,2024-09-08 14:41:48+00:00,toss,삼성전자,16856663.0,1.8579369412905602e-85
삼성에 계신분들 왜 하이닉스 구매 안하시고 여기 계시는가요  궁금해서 물어요,2024-09-26 00:43:57+00:00,toss,삼성전자,15351734.0,6.817758635743469e-78
뜨쟁이들은 꺼져,2024-10-02 00:11:50+00:00,toss,삼성전자,14835261.0,2.689814554342496e-75
"불과 얼마 전까지만 하더라도 코스피가 2900선을 탈환하면서 하반기 300선에 대한 기대가 상당히 높았습니다 정치적 불확실성이라는 출렁임을 넘어서 그래도 하반기는 300선에 대한 기대감을 여전히 가질 수 있는 것인지 혹은 이대로 조정을 받는 것인지 어떤 의견이십니까 

반도체와 관련해서 추가적인 제제라든지 여러 가지 이슈가 반도체주의 하락을 도모했었는데 간밤에는 TSMC가 호실적을 내놓고 가이던스도 긍정적으로 발표하면서 엔비디아를 비롯한 반도체주가 약간은 올랐습니다 반도체주의 방향성에 대한 판단은 어떻습니까

현재 트럼프 전 대통령의 지지율이 70 넘어서고 있다는 보도도 나오고 있고 바이든 대통령 같은 경우에는 사퇴설이 솔솔 나오고 있는 상황인데 이러한 미국의 정책 불확실성 사이에서 우리는 어떤 투자 전략을 가지고 가는 것이 필요합니까

타임라인
00 출발증시 
0026 코스피 최근 약세 배경
0119 트럼프 리스크
0331 국내 반도체주 상승 동력
0637 3분기 주목할 이슈

영상보기
httpsyoutube62lQUxyR8SAsiDyFVOSHD7lYMPsKM",2024-07-19 09:03:16+00:00,toss,삼성전자,21283375.0,1.042108593244488e-107
네이놈,2024-12-24 05:49:59+00:00,toss,삼성전자,7643772.0,3.7857169716703847e-39
8만전자 가즈아,2024-03-20 23:56:31+00:00,toss,삼성전자,31684180.0,5.4661174942727144e-160
일단 일부 팔고 내일 가격방어 되려나 배당락,2024-03-28 04:18:14+00:00,toss,삼성전자,31063677.0,7.189064046743704e-157
"진짜 버티기 하나는 최고네
하닉하고 그래서 급이 다른건디
하닉은  더 나락 가는 구만",2024-07-25 06:03:47+00:00,toss,삼성전자,20775744.0,3.7114950147140405e-105
지치게하는구나 오늘진짜 마이크론 실적폭망되면 나락가려나,2024-09-25 04:33:15+00:00,toss,삼성전자,15424376.0,2.9410506550241867e-78
"17  10 CES 2025 젠슨 황 및 여러 기업들 행보 삼성전자 제품 발표 참가

18 삼성전자 잠정실적 발표 어닝 여부 HBM관련 성과중요

120 트럼프 취임식 정책 발표 중요

1월 셋째주  넷째주 SK하이닉스 4분기 실적 발표어닝 여부 HBM 가이던스 중요

129 미 연준 FOMC  트럼프 취임 이후 금리 인하 관련 코멘트

앞으로 삼성전자에 영향이 갈 이벤트는 이정도인 것 같습니다 당장 8일 삼성전자 잠정실적 리스크부터 생각해서 매도 전략 세우길 바라겠습니다",2025-01-06 05:45:20+00:00,toss,삼성전자,6520851.0,1.669452233620365e-33
저도 지난달 털고 다시 69800 으로입성,2023-07-25 05:33:16+00:00,toss,삼성전자,52399975.0,4.060363171812164e-264
오늘은 개미들만 다 던지는 날인가 서양형들 주차실력 함 보께,2025-03-17 02:37:20+00:00,toss,삼성전자,484131.0,0.0036854300564315
"67 에 추매 안걸린 것이 신의 한수였나 

어제 66 에도 안걸려서 취소 했는대

 오늘 641 도 올지 않을지 모르지만 

안오면 말고 이제 추매도 좀 무서워서

예전에는 5만은 설마 했는대

지금은 가능성이 보이는듯 하니",2024-09-11 04:02:56+00:00,toss,삼성전자,16635795.0,2.3946191522984366e-84
무섭다,2024-10-25 00:45:16+00:00,toss,삼성전자,12846055.0,2.682740683249929e-65
6만가자,2025-02-18 03:42:31+00:00,toss,삼성전자,2813020.0,7.247630175293348e-15
"미국서 보조금 확정인가보네요
외인수급이",2024-03-29 02:41:40+00:00,toss,삼성전자,30983071.0,1.8274393245954032e-156
인생 첫 삼전 구매인데 개노답이네,2024-09-12 02:12:30+00:00,toss,삼성전자,16556021.0,6.028718006550737e-84
실화냨,2024-10-22 01:09:33+00:00,toss,삼성전자,13103798.0,1.3583726928053086e-66
오만원일때는 사만원될까봐 안 사놓고 그냥 지금 사서 언젠가 12만원되면 팔면 되잖아 더 떨어져서 육만원되면 더 담으면 되고 개미들이 무슨 걱정이래 다달이 수익률 챙겨야 회사 안 짤리는 기관도 아니고,2024-02-15 10:10:45+00:00,toss,삼성전자,34671326.0,5.27984057739762e-175
이러다 3만 전자 가겠누,2024-11-13 05:04:55+00:00,toss,삼성전자,11188876.0,5.734328588083798e-57
"와 삼전 배당 거의 3프로 다와가네 
이젠 성장주보다는 가치주로 봐야하나",2024-12-20 02:35:34+00:00,toss,삼성전자,8001037.0,6.058085980249812e-41
3분만 기다렸다가 500원에 팔껄마이너스 30마넌 봤는데,2024-11-14 01:17:07+00:00,toss,삼성전자,11116144.0,1.3306813889931006e-56
삼성전자 레버리지 상품 있나요,2024-10-19 04:12:06+00:00,toss,삼성전자,13352045.0,7.67699698584903e-68
75 매도벽 보소,2024-03-04 04:56:45+00:00,toss,삼성전자,33134966.0,2.787540327872266e-167
없을까여 그래도 새무성인데,2024-10-14 04:12:25+00:00,toss,삼성전자,13784026.0,5.173857524780678e-70
미국에서 반도체 보조금 6070억달러 지급한다는데 호재 아입니까,2024-04-09 14:38:35+00:00,toss,삼성전자,29989656.0,1.8001122824596622e-151
와 장초반부터 외인보소 이건 강하게 돌파 하겟단거내,2025-02-20 00:01:59+00:00,toss,삼성전자,2653452.0,4.5948738511024545e-14
"얘는 나랑 원수인가봐
샀다하면 쳐물리네",2024-05-24 00:37:16+00:00,toss,삼성전자,26152135.0,3.5060308653113104e-132
56 주차 명령이다,2025-02-12 05:27:55+00:00,toss,삼성전자,3325096.0,1.9329342274406072e-17
미주 중심으로 하는데 여긴 파란색밖에 안보이네요,2024-11-12 02:56:44+00:00,toss,삼성전자,11282967.0,1.9298735204567e-57
일단 털구요,2024-08-30 02:43:15+00:00,toss,삼성전자,17677376.0,1.392100861429535e-89
6만가즈아,2025-02-11 01:02:21+00:00,toss,삼성전자,3427430.0,5.9132936075502976e-18
정찰병 참 고생이많아,2024-11-13 00:13:44+00:00,toss,삼성전자,11206347.0,4.6845039184627264e-57
장난질 on,2025-02-18 00:00:30+00:00,toss,삼성전자,2826341.0,6.212083222918089e-15
국장욕해봤자 다 소용엄씀 어차피 외국인들한텐 맛집임,2025-03-07 08:52:56+00:00,toss,삼성전자,1325595.0,2.171810016224474e-07
오늘 일좀 하네 그레프,2025-02-12 05:21:53+00:00,toss,삼성전자,3325458.0,1.924852533202076e-17
소소하게 진입,2024-08-08 02:34:07+00:00,toss,삼성전자,19578724.0,3.858669189840385e-99
"아이고 
정말 개잡주 되어
어제 모두 던졌는데
아이고 배야
이럴게 되는게 없네",2024-03-20 05:59:15+00:00,toss,삼성전자,31748816.0,2.5869167715864882e-160
기다리면 언젠가 8만원 옴니다 삼전 홧팅,2024-11-05 06:10:46+00:00,toss,삼성전자,11876125.0,2.013662325591196e-60
"늘 그랬는데 새삼스럽게
놀라십니까
진정하십시다",2024-09-06 04:45:20+00:00,toss,삼성전자,17065251.0,1.6616961051396823e-86
애플 개같이 오르길래 너도 갈줄알앗는데,2024-06-12 04:09:52+00:00,toss,삼성전자,24497779.0,7.253199885164531e-124
전 61층요,2024-10-08 01:00:20+00:00,toss,삼성전자,14313951.0,1.1223195033468536e-72
"6만전자네
5700원에 팔고 현대차로 갈아탔더랬음 

삼전 살아나고
국장도 살아났음 좋겠다 가좌앙",2024-10-31 02:48:06+00:00,toss,삼성전자,12320285.0,1.1786674985932831e-62
"오늘은  그래도 무빙이 테슬라하닉급
처럼 나락은 면했네

나름 대한민국 최고주식 답게 선방했다
그나마 대한민국 주식 중에
외인 기관의 영향을 최소로 받는 주식 인정",2024-08-02 07:03:06+00:00,toss,삼성전자,20080985.0,1.1529069344508995e-101
"진짜 가둬놓고 개패네 
어우 난 못들어가겠다",2024-11-22 03:08:59+00:00,toss,삼성전자,10418232.0,4.287145126750727e-53
갑자기나 개쳐물리게하다가 갑자기,2024-06-12 05:53:15+00:00,toss,삼성전자,24491576.0,7.793084333071547e-124
"05퍼 조정 
완전 럭키 비키 잖아
아무도 안올려서 제가 올려요 
옆동네 닉스 조정 보면
확실히 삼쪽이가 달라졌다능",2025-02-20 06:46:42+00:00,toss,삼성전자,2629169.0,6.086021247374392e-14
"외인이랑 기관 사들이네요 일단 주린이지만 존버해볼래요 내려가면 줍줍하죠머
일단 올라가자",2024-03-26 02:17:27+00:00,toss,삼성전자,31243724.0,8.946557014289161e-158
"진짜 욕나온다 
어제 오늘 하는짖보면
외인들보다 더한 들이네",2024-08-07 06:39:41+00:00,toss,삼성전자,19650390.0,1.6834659975946931e-99
로켓발사 가주아,2024-12-30 04:50:17+00:00,toss,삼성전자,7128954.0,1.4652438529148788e-36
,2024-09-27 00:11:05+00:00,toss,삼성전자,15267306.0,1.8114390868602555e-77
지금 안사면 언제 사냐,2024-10-23 00:52:17+00:00,toss,삼성전자,13018434.0,3.6484291064628816e-66
지옥은,2025-01-31 00:01:22+00:00,toss,삼성전자,4381489.0,9.466685994053273e-23
정신 안 차리냐,2024-11-07 00:08:47+00:00,toss,삼성전자,11725044.0,1.157187750814772e-59
관세성애자 트럼프가 대통령되면 더 답없겠네,2024-11-06 05:47:25+00:00,toss,삼성전자,11791126.0,5.385659855285965e-60
삼전 단타맛집됨,2023-09-20 01:07:30+00:00,toss,삼성전자,47491121.0,1.919538726885607e-239
내 평단 언제오남  76,2023-05-30 01:59:43+00:00,toss,삼성전자,57251188.0,1.673665349759267e-288
안되는데 거래,2025-03-03 23:00:40+00:00,toss,삼성전자,1620331.0,7.166624899185474e-09
환율 1430원 진짜 나라 망항건가봐요,2024-12-09 01:49:03+00:00,toss,삼성전자,8954228.0,9.796411347457041e-46
좀 내려가물좀타게,2025-03-12 00:00:48+00:00,toss,삼성전자,925523.0,2.227441696726022e-05
더 오를거같은데 일단 조금만 수익실현,2024-11-18 01:42:10+00:00,toss,삼성전자,10769041.0,7.392765404291043e-55
삼전 오늘,2025-02-12 05:50:45+00:00,toss,삼성전자,3323726.0,1.9638280495873557e-17
오르는걸 까먹은 종목 같다,2025-01-24 05:51:56+00:00,toss,삼성전자,4965255.0,1.1011974274876584e-25
나도 팔고싶다,2024-12-12 06:10:06+00:00,toss,삼성전자,8679365.0,2.358747282984459e-44
드디어 본전 탈출이냐 버티기냐 그것이 문제로다,2025-02-11 00:53:35+00:00,toss,삼성전자,3427956.0,5.877403056104164e-18
왘,2024-10-25 00:22:32+00:00,toss,삼성전자,12847419.0,2.6407207148395005e-65
모간이 매수 시작했네요,2024-11-19 00:05:36+00:00,toss,삼성전자,10688435.0,1.8792196215624722e-54
이렇게많았다고,2024-10-11 01:22:12+00:00,toss,삼성전자,14053439.0,2.288731241685968e-71
어제팔걸,2024-11-27 02:46:58+00:00,toss,삼성전자,9987553.0,6.266146058562989e-51
httpsggultip1253tistorycomentry2023EB8584EC82BCEC84B1ECA084EC9E90ECA3BCEAB080ECA084EBA79D,2023-09-20 05:08:01+00:00,toss,삼성전자,47476690.0,2.2684808394297024e-239
일단 후퇴,2024-11-20 01:08:06+00:00,toss,삼성전자,10598285.0,5.334842559946331e-54
아니 산지 얼마나됫다고 20퍼냐 코인이냐,2024-11-13 06:45:47+00:00,toss,삼성전자,11182824.0,6.150399058825783e-57
"난 오늘도 추가구매
여유자금 생길때마다 꾸준히 구매
삼전 주식 100주 될때까지 계속 달린다",2023-09-22 00:53:50+00:00,toss,삼성전자,47319141.0,1.4049603433690725e-238
갑자기 많이 파시네,2025-02-24 01:41:59+00:00,toss,삼성전자,2301852.0,2.689124189186661e-12
뭔진 모르겠지만 오르니까 사고사서 오르는 광기의 현장,2023-09-01 05:51:37+00:00,toss,삼성전자,49115674.0,1.3100547044393532e-247
지금은 때가 아니다 적어도 저점에서 10퍼상승은 보여야지 안심 10퍼 더 먹겠다고 최저점생각하면 안됩니다,2024-11-13 04:21:35+00:00,toss,삼성전자,11191476.0,5.564338325840347e-57
배가아프다,2025-01-21 08:04:29+00:00,toss,삼성전자,5216502.0,6.011155273508847e-27
돌아와요 외인행님덜,2024-09-25 01:05:57+00:00,toss,삼성전자,15436814.0,2.5467258399729467e-78
누가 인버스에 투자하라고 하더니만,2024-10-25 02:29:29+00:00,toss,삼성전자,12839802.0,2.884096271677779e-65
은행임,2023-08-29 08:24:47+00:00,toss,삼성전자,49365684.0,7.254375631444828e-249
"브라이트마인즈바이오사이언시스US2021108002 
이거나 보셈",2024-10-15 17:48:53+00:00,toss,삼성전자,13648638.0,2.479418840895885e-69
"장투란 무엇이냐
여윳돈으로 조금씩 모으다보면 빛을 보게 되어 있어요

하지만 보통의 사람들이 여유가 얼마나 있으려나

여유있게 장투하시는 분들 부럽
삼전은 인내심있게 여윳돈 가지고 하시길

8만되면 떠나야지여유없어서",2024-08-26 05:46:46+00:00,toss,삼성전자,18011965.0,2.8962776189572407e-91
"연말에 떨어질거도 생각하면 5층 초반쯤
잡고 롱포지션으로 기다리면 될 것 같음
지금도 저평가인 것 같긴 한데 미국 중국장이 너무 매력적이라 굳이 외화가 들어올 이유가 없는듯",2024-10-10 06:01:39+00:00,toss,삼성전자,14123072.0,1.0223052447344038e-71
4 년전 가격,2024-11-07 00:16:48+00:00,toss,삼성전자,11724563.0,1.1636479306737574e-59
"일시적인  현상  입니다 개인은 팔고기관외국인은  매수하고  정보흘러놓고
자사주매입 10조한다고 7급등
논다놀아  으이그  성난다",2024-11-15 21:19:04+00:00,toss,삼성전자,10957627.0,8.334292533469646e-56
68층은 무념무상,2024-10-31 05:20:50+00:00,toss,삼성전자,12311121.0,1.3105532505767336e-62
화이팅하십쇼형님덜,2024-12-17 01:45:55+00:00,toss,삼성전자,8263216.0,2.913921684105269e-42
얼른 도망가세요,2025-01-22 01:39:01+00:00,toss,삼성전자,5153230.0,1.2502539330270936e-26
"외인 매도세 주춤
개인의 승리가 눈앞에",2024-10-23 03:19:46+00:00,toss,삼성전자,13009585.0,4.041903218146997e-66
다시올게요,2023-08-30 01:03:21+00:00,toss,삼성전자,49305770.0,1.4513132022021218e-248
애증의 국민반려주 삼성 이번엔 만기 몇달짜리 적금이 냐,2025-01-10 08:05:28+00:00,toss,삼성전자,6166843.0,1.004650980018279e-31
멈춰라 나의 코스피야,2024-08-05 05:22:30+00:00,toss,삼성전자,19827821.0,2.159421405357653e-100
진짜 삼전은 버리고싶어도 강제로 장투하네요  진짜너무한당,2024-10-24 05:45:16+00:00,toss,삼성전자,12914455.0,1.2155203397912508e-65
뭐 오르겠지  더 떨어지겠나,2024-11-12 06:16:27+00:00,toss,삼성전자,11270984.0,2.216981524314482e-57
국장하면 쳐맞아야지,2024-11-14 00:40:14+00:00,toss,삼성전자,11118357.0,1.2970308719923473e-56
주주 아닌분들 한주라도 사고 의견 남기시길,2024-04-21 23:52:49+00:00,toss,삼성전자,28919602.0,4.305132159114975e-146
삼전 힘내,2025-01-03 01:47:16+00:00,toss,삼성전자,6794335.0,7.0451658086109e-35
"정병들아
 뚜껑이도 똑같은 것들이다",2024-12-09 00:12:02+00:00,toss,삼성전자,8960049.0,9.158143142104332e-46
"섬전빼고 테슬라 투자하려고 나간 사람들 
테슬라 폭락해서 복귀하나 삼전이 오르네",2024-10-11 03:33:08+00:00,toss,삼성전자,14045583.0,2.506590710122512e-71
상콤하게 출발,2024-10-25 00:01:28+00:00,toss,삼성전자,12848683.0,2.6023691673109053e-65
"다들 맘 졸이셨죠  
걱정마세요 원하시는 가격 까지 쭉 쭉 올라갈겁니다
삼성전자 화이팅 
대한민국 화이팅  
주주님들 화이팅",2024-03-28 04:07:16+00:00,toss,삼성전자,31064335.0,7.134521951640696e-157
리스크를 직접 만드는 나라,2024-09-03 10:13:23+00:00,toss,삼성전자,17304768.0,1.0389768427125224e-87
"지그안되
4만",2024-10-07 03:21:16+00:00,toss,삼성전자,14391895.0,4.55330340343605e-73
"5짜 간다했다 형이얘기해따 

매수하지말라해따",2024-09-30 05:06:51+00:00,toss,삼성전자,14990360.0,4.467951519350947e-76
물려도 삼전에 물려라,2024-09-12 04:36:53+00:00,toss,삼성전자,16547358.0,6.6645377026205065e-84
"커피 한잔 하려다가
그냥 주려고 왔어
형은 기부천사니까",2024-09-10 04:55:15+00:00,toss,삼성전자,16719056.0,9.135247763481346e-85
힘 없네 나가리여,2024-11-25 00:40:12+00:00,toss,삼성전자,10167959.0,7.765681260644677e-52
가자쭉쭉,2024-03-21 02:32:39+00:00,toss,삼성전자,31674812.0,6.092110105634428e-160
"주식창 볼때마다 느끼는거지만
이렇게 튀는거 어떻게 보고 들어가서 이득보는거에요",2024-10-14 01:05:11+00:00,toss,삼성전자,13795260.0,4.5430354886681417e-70
물타기 할때가 오나요 삼전 기대해볼게,2024-05-10 00:50:30+00:00,toss,삼성전자,27360941.0,2.942280505501149e-138
화이팅,2024-01-16 02:49:58+00:00,toss,삼성전자,37289773.0,3.6378853879879377e-188
"금투세 폐지로 줄줄이 사탕으로 대기중
부자 개미 고수개미 등등",2024-11-11 11:28:50+00:00,toss,삼성전자,11338641.0,1.013165377705438e-57
담주 장 열리자마자 뻥 뜰거 같은데 대기해봐야지,2024-03-01 03:17:32+00:00,toss,삼성전자,33400119.0,1.2954320049935107e-168
김치맨이 이겼는지 아니면 결국 떨어질 운명인지 좀이따 오후에 놀러올게요,2024-07-25 00:11:10+00:00,toss,삼성전자,20796901.0,2.9053738652686776e-105
"포기할련다
기다리면 오르겠지만
그게 몇개월이 아닌
몇년이란 점에 떠날련다

내가 나가면 무궁무진한 양전으로
날 배아프게 만들어줘라 삼성아

그래야 나라가 살 수 있다",2024-11-13 16:14:40+00:00,toss,삼성전자,11148691.0,9.130083476800325e-57
맘으론 삼전 익절하고 현중 매수 하고 싶은데  머리로는  그냥 있으라고 하네,2025-02-21 03:38:55+00:00,toss,삼성전자,2554036.0,1.4520906666807486e-13
올해 최대 실수는 삼전을 산거다,2024-11-11 00:15:04+00:00,toss,삼성전자,11379067.0,6.345659537614061e-58
"비트나 이더를 샀으면 수천만원 먹을건디
이런 잡주에 투자한 내가 한스럽네",2024-11-11 01:15:11+00:00,toss,삼성전자,11375460.0,6.616183724018732e-58
"인공지능 음악 들어보시고 반도체의 미래를 예견해보세요
httpsyoutubei1dIH89QJ7wsifRcyDWwLqjJyEF4n",2024-06-26 05:07:28+00:00,toss,삼성전자,23284723.0,9.078710589802404e-118
도망가지마 맞서싸워,2024-03-26 01:14:54+00:00,toss,삼성전자,31247477.0,8.566260307050044e-158
이젠 연기금도 매도하네,2024-12-02 07:51:15+00:00,toss,삼성전자,9537296.0,1.1487956047363729e-48
,2023-10-11 00:48:32+00:00,toss,삼성전자,45677859.0,2.498393130740168e-230
엔비디아 가는데 야는 왜이런거야,2024-03-12 02:43:50+00:00,toss,삼성전자,32451741.0,7.576876809646629e-164
"이때 엑싯하길 잘했노

삼전 진짜 망하나보네",2024-11-12 06:47:12+00:00,toss,삼성전자,11269139.0,2.26483240682026e-57
계속  이대로 쭈욱  날아가라잉,2024-10-28 05:55:43+00:00,toss,삼성전자,12568228.0,6.684852191024063e-64
"빠질 이유가 없는데 퀄 통과 시간문제고 
그냥 가련다 나는",2024-08-08 00:10:41+00:00,toss,삼성전자,19587330.0,3.4928424945841726e-99
너빼고 다 오른다,2024-05-27 00:11:38+00:00,toss,삼성전자,25894473.0,6.917805334327306e-131
가야지,2024-12-12 05:45:45+00:00,toss,삼성전자,8680826.0,2.319196857403936e-44
오늘7만전자가야지,2025-02-19 00:13:49+00:00,toss,삼성전자,2739142.0,1.704307541987612e-14
그냥 거래정지 시키고 상폐시켜라 더러워서 못해먹겠다,2024-11-12 00:01:51+00:00,toss,삼성전자,11293460.0,1.7091697188509042e-57
진짜 몇 년간 횡보할 듯,2024-12-02 01:54:01+00:00,toss,삼성전자,9558730.0,8.964035198967381e-49
어디서 반등을 시도하느냐 어서 내려오거라,2024-09-12 01:05:23+00:00,toss,삼성전자,16560048.0,5.754174487794669e-84
재용이형 잠시만 나와봐 할얘기 있어 왜이래 진짜,2024-05-27 01:23:51+00:00,toss,삼성전자,25890140.0,7.273583120872313e-131
삼성,2024-11-07 00:32:11+00:00,toss,삼성전자,11723640.0,1.176145667668894e-59
새해 첫 수익,2025-01-03 01:19:16+00:00,toss,삼성전자,6796015.0,6.909499723700732e-35
외인 1천만 넘을까요,2025-03-17 03:50:10+00:00,toss,삼성전자,479761.0,0.0038766288665125
아주큰문제,2024-07-24 02:51:36+00:00,toss,삼성전자,20873675.0,1.1947943950472314e-105
"노조들아 적당히 해라
니네가 대체 뭐라고",2024-05-30 04:26:22+00:00,toss,삼성전자,25619989.0,1.6583556402664175e-129
왜그러니 삼성아,2024-06-04 05:41:09+00:00,toss,삼성전자,25183502.0,2.5924132992528874e-127
오늘도 다음주도 개미들은 바닥없는 무저갱 매수를 무한반복 하겠군,2024-11-08 08:14:32+00:00,toss,삼성전자,11609499.0,4.4075505211257415e-59
왜 또 샀지,2024-05-22 04:37:31+00:00,toss,삼성전자,26310520.0,5.606406494910483e-133
"구멍숭숭 뚫리신데 보이시죠
근데 언제갈지 모르겠습니다",2025-02-04 03:38:47+00:00,toss,삼성전자,4022844.0,6.0110083214748115e-21
오 샘숭 선방하네,2024-07-18 00:10:00+00:00,toss,삼성전자,21401771.0,2.6472124295896173e-108
많이 복구되었네,2024-08-16 06:47:37+00:00,toss,삼성전자,18872314.0,1.3716626940352819e-95
"역시 과매도엔 추매였쥐
믿고 있었다공
안티가 많아서 자리빌수록 더간다",2024-07-15 05:02:39+00:00,toss,삼성전자,21643412.0,1.6149781588435236e-109
"400원 비싼 50300원에 사긴 했는데 4만원이라니
나라 망할때 까지 계속 모아야지",2024-11-14 07:47:48+00:00,toss,삼성전자,11092703.0,1.7454266144387313e-56
정찰병 진입,2024-10-02 02:07:31+00:00,toss,삼성전자,14828320.0,2.9148195107610576e-75
자사주 구입하는 걸 보니까 가격방어에 대한 의지가 확고해 보이네,2024-12-27 02:38:56+00:00,toss,삼성전자,7396035.0,6.659048385806932e-38
아직도 틀성주식을 사는건 능지부족,2024-09-23 06:59:47+00:00,toss,삼성전자,15588384.0,4.406634452566308e-79
단번에5700선은 안넘을것 같아서 요것만 먹고 빠져요,2025-01-06 05:09:49+00:00,toss,삼성전자,6522982.0,1.6287799163317885e-33
그래 차라리 내려가라 또 사게,2024-11-13 00:15:44+00:00,toss,삼성전자,11206227.0,4.6910146942305215e-57
얼음  제말을 믿으셔야 합니다,2025-02-19 02:48:06+00:00,toss,삼성전자,2729885.0,1.8970500952337663e-14
물타서 56이라 6만원까지가자,2025-02-06 14:10:14+00:00,toss,삼성전자,3812157.0,6.886165231308444e-20
AMD 밀리는 INTEL vs 하이닉스에 밀리는 삼전 누가 더 아래로 꽂을지 기대되네,2024-10-22 03:28:31+00:00,toss,삼성전자,13095460.0,1.4959957872409806e-66
어찌할까요,2024-12-03 10:27:43+00:00,toss,삼성전자,9441508.0,3.4811806404670885e-48
왜 떨어지나 했더니 외국인 기관이 파는구나,2024-06-28 01:06:04+00:00,toss,삼성전자,23126407.0,5.672943932734589e-117
마감시,2025-02-05 01:23:09+00:00,toss,삼성전자,3944582.0,1.487084661994597e-20
지발 2천원에서 큐어링하자,2023-06-15 05:37:38+00:00,toss,삼성전자,55855713.0,1.7302249156484532e-281
국장이라서 너무슬프다,2024-11-07 02:08:54+00:00,toss,삼성전자,11717837.0,1.2578539577529318e-59
다들 평단이 얼마이십니까 557,2025-02-28 00:35:42+00:00,toss,삼성전자,1960229.0,1.402161930789005e-10
가즈아,2025-02-14 01:21:39+00:00,toss,삼성전자,3167072.0,1.203742630482817e-16
더 떨어진다구,2024-11-11 03:13:53+00:00,toss,삼성전자,11368338.0,7.184667794925382e-58
"앞으로 얼마나 많은 매도벽이 있을까
85까지 고비다
외인들이 55가졌는데 더살까
힘든여정이 되겠구나",2024-03-21 06:38:28+00:00,toss,삼성전자,31660063.0,7.226107628241734e-160
"미국인이였으면 엔비삿을텐데

삼성전자라는 존재를 몰랐을텐데",2024-11-07 20:20:33+00:00,toss,삼성전자,11652338.0,2.684507644446958e-59
,2024-03-20 01:45:10+00:00,toss,삼성전자,31764061.0,2.168465927378845e-160
"매수 걸어둠 안오면 어쩔수없고
여기까지 오면 당황스러울지도",2024-10-10 00:08:03+00:00,toss,삼성전자,14144288.0,7.997185430064325e-72
널 믿었어 넌 곧 왕좌를 다시 찾을거야 넌 우리 모두의 희망이니까,2025-03-18 00:41:09+00:00,toss,삼성전자,404702.0,0.0092415013207547
삼성 망한거같은데,2024-11-13 04:57:13+00:00,toss,삼성전자,11189338.0,5.703747693114589e-57
그만해라 제발 내가 잘못했다 원금만 회수할게 제발,2024-10-08 07:50:37+00:00,toss,삼성전자,14289334.0,1.4922969503848158e-72
일부 팔았다가 내리면 다시사야할까요 7만 중후반이라,2023-05-26 01:09:24+00:00,toss,삼성전자,57599807.0,2.960162299967579e-290
삼성은이제개잡주,2023-10-12 03:59:29+00:00,toss,삼성전자,45580002.0,7.754334242888019e-230
삼전은 단타용인가,2024-05-14 01:41:42+00:00,toss,삼성전자,27012269.0,1.6645758269301227e-136
"다시는그대하지말자
삼성안녕",2025-02-03 03:37:14+00:00,toss,삼성전자,4109337.0,2.208947415609838e-21
"평단74
물을 타버릴까용 말까용",2024-10-08 17:10:48+00:00,toss,삼성전자,14255723.0,2.2019266213107168e-72
오늘 또 100만원어치 쓰리스타 일렉트로닉스를 사버렸잖어,2024-10-14 03:35:35+00:00,toss,삼성전자,13786236.0,5.0431951669785e-70
"삼성전자
의 끝은 혹시 3

3300",2024-11-12 21:56:51+00:00,toss,삼성전자,11214560.0,4.2597145564683446e-57
많이먹을려면 지금 이미많이오른 미장보다 삼전이 좀더매력적인거같은데,2024-11-14 05:14:12+00:00,toss,삼성전자,11101919.0,1.5688334807396178e-56
지지 해주냐,2024-10-25 02:24:19+00:00,toss,삼성전자,12840112.0,2.873766783066017e-65
내일 4만원 가겠네,2024-11-13 06:35:29+00:00,toss,삼성전자,11183442.0,6.106563580723424e-57
주주는 아니지만 그래도 우리나라의 최고의 삼전이 올라가고 있는 모습을 보니깐 흐믓하다 빨리 6만원이상으로 올라가주길,2025-01-08 10:44:33+00:00,toss,삼성전자,6330098.0,1.5184648048542667e-32
삼전 120일선 아래까지 내려왔네요빨리 주가 회복하길 간절히 빌어요,2024-11-13 08:20:15+00:00,toss,삼성전자,11177156.0,6.567405275013869e-57
"하루죙일 밀리는군요 나스닥도 고점 부근이라 무너지면 국장은 더 무너질텐데 그나마 테슬라로 번돈 위안삼는중 11월달은 좀 오르려나 했더니 2400부근이네요 
삼전이 좀 올라줘야 국장도 살아날텐데 외인들의 숏포지션이 너무 강력하네요  
 단타도 물릴만한 시장이니 외인형들 맘돌릴때 들어오시죠",2024-11-13 06:16:16+00:00,toss,삼성전자,11184595.0,6.025613392883364e-57
75를 넘지 못하네,2024-08-09 04:22:29+00:00,toss,삼성전자,19485822.0,1.1308752508625832e-98
